algoritmo,metrica,entorno,resolucion_deg,repeticion,segmento,inicio_q,meta_q,exito,tiempo_planificacion_s,longitud_geometrica_rad,longitud_continua_rad,longitud_cartesiana_m,duracion_trayectoria_s,jerk_acumulado,manipulabilidad_min,manipulabilidad_mean,camino_grados
rrt,L2,E1,12.0,4,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.02153,3.3967,3.4936,0.5152,9.2,5219.89,0.00298,0.00364,"[[180.0, 144.0, 84.0], [184.08, 146.66, 91.08], [189.92, 142.75, 96.03], [195.11, 136.93, 99.64], [201.4, 140.52, 104.27], [209.64, 141.22, 101.91], [218.0, 142.76, 103.19], [223.49, 148.12, 99.31], [227.95, 154.3, 103.29], [234.02, 156.83, 97.75], [241.3, 159.81, 94.29], [244.78, 159.29, 86.45], [253.21, 157.66, 86.19], [259.76, 154.45, 90.74], [268.19, 153.07, 89.85], [274.51, 157.57, 86.14], [282.79, 155.3, 85.78], [285.07, 154.93, 77.51], [293.24, 152.64, 78.87], [301.41, 150.34, 80.23], [309.58, 148.05, 81.59], [313.75, 153.26, 87.0], [319.98, 147.63, 85.18], [324.0, 144.0, 84.0]]"
rrt,L2,E1,12.0,4,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.07983,4.214,4.3297,0.5447,11.2,5722.94,0.00021,0.00199,"[[324.0, 144.0, 84.0], [318.49, 150.11, 81.53], [314.74, 155.74, 86.83], [315.25, 156.8, 95.34], [312.55, 155.69, 103.43], [316.42, 163.04, 105.65], [318.26, 167.14, 112.98], [326.74, 167.49, 111.66], [327.02, 175.85, 113.65], [329.38, 184.11, 114.0], [329.23, 192.61, 112.75], [335.16, 198.51, 110.79], [342.88, 199.73, 107.22], [345.09, 207.42, 104.07], [350.01, 210.39, 110.45], [357.23, 206.67, 113.28], [4.16, 205.41, 108.36], [10.61, 211.1, 108.4], [17.93, 210.24, 103.98], [23.45, 209.06, 97.5], [25.05, 200.79, 95.78], [26.64, 192.52, 94.07], [30.01, 188.11, 87.5], [37.79, 185.53, 84.93], [37.46, 178.63, 90.03], [37.11, 170.17, 88.56], [36.75, 161.71, 87.08], [36.39, 153.25, 85.61], [36.0, 144.0, 84.0]]"
rrt,L2,E1,12.0,4,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.01321,4.0699,4.199,0.5412,10.8,7167.39,0.00184,0.003,"[[36.0, 144.0, 84.0], [40.03, 150.97, 87.02], [48.61, 150.54, 86.83], [57.19, 150.11, 86.65], [62.19, 153.57, 92.72], [65.61, 158.79, 98.63], [69.42, 163.49, 92.53], [70.32, 172.02, 92.07], [76.7, 176.84, 95.21], [84.85, 174.25, 94.33], [88.8, 172.59, 101.78], [94.83, 176.25, 106.69], [97.71, 171.67, 113.37], [105.42, 169.07, 110.62], [109.25, 161.57, 112.34], [115.45, 158.34, 107.34], [120.56, 151.44, 106.98], [123.32, 147.29, 113.99], [131.48, 145.41, 112.02], [135.21, 137.69, 112.58], [142.41, 138.7, 107.99], [147.06, 133.14, 112.59], [149.49, 125.37, 109.84], [155.44, 129.0, 104.81], [161.38, 132.63, 99.77], [167.32, 136.26, 94.74], [173.27, 139.89, 89.7], [180.0, 144.0, 84.0]]"
rrt,L2,E1,12.0,5,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01269,3.4212,3.5075,0.5338,9.2,4571.83,0.00256,0.00348,"[[180.0, 144.0, 84.0], [188.45, 145.27, 84.96], [194.95, 139.77, 86.06], [203.54, 140.05, 85.92], [208.88, 138.01, 92.34], [215.42, 139.11, 97.81], [223.0, 141.39, 94.46], [225.45, 147.45, 100.04], [229.57, 154.8, 101.76], [234.86, 161.22, 103.89], [239.49, 161.66, 96.66], [247.78, 162.82, 94.73], [252.13, 161.78, 102.07], [258.41, 159.98, 107.65], [266.29, 158.06, 104.81], [274.17, 156.14, 101.97], [282.05, 154.22, 99.13], [289.93, 152.3, 96.28], [297.81, 150.38, 93.44], [302.39, 150.18, 86.17], [307.85, 143.78, 87.89], [309.75, 138.34, 81.52], [317.63, 141.47, 82.89], [324.0, 144.0, 84.0]]"
rrt,L2,E1,12.0,5,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.1763,8.0546,8.2511,1.6183,21.6,8024.42,0.0,0.00255,"[[324.0, 144.0, 84.0], [324.26, 149.67, 77.55], [318.81, 154.36, 72.84], [313.1, 150.34, 67.83], [315.58, 145.06, 61.51], [309.19, 143.95, 55.87], [301.17, 141.32, 54.28], [297.63, 137.03, 47.74], [292.57, 139.48, 41.24], [284.0, 138.75, 41.07], [276.47, 139.25, 36.97], [269.58, 135.09, 33.95], [261.74, 131.57, 34.0], [258.33, 127.57, 27.2], [251.11, 132.15, 28.1], [247.16, 135.14, 21.08], [239.0, 136.55, 23.41], [233.98, 129.64, 24.32], [228.41, 126.5, 18.58], [221.26, 123.14, 15.19], [221.28, 115.97, 10.45], [216.67, 108.73, 9.91], [208.73, 106.47, 7.51], [202.54, 111.35, 4.09], [196.33, 113.78, 358.67], [189.8, 110.78, 3.38], [185.83, 105.92, 9.25], [179.95, 101.84, 14.01], [174.41, 108.39, 14.6], [168.79, 114.45, 16.94], [164.31, 110.07, 22.82], [157.67, 105.01, 24.89], [153.39, 104.09, 32.28], [153.29, 100.47, 40.07], [155.92, 96.75, 47.37], [158.16, 92.58, 54.54], [150.2, 91.96, 57.74], [148.99, 95.95, 65.26], [148.69, 102.18, 70.27], [143.24, 106.23, 75.54], [135.27, 108.7, 77.6], [132.48, 116.83, 77.68], [126.39, 122.88, 78.12], [118.72, 122.35, 74.27], [111.06, 125.04, 71.46], [104.12, 127.91, 75.64], [96.54, 131.93, 75.2], [88.2, 133.6, 76.41], [79.85, 135.26, 77.63], [76.87, 141.85, 82.26], [68.3, 142.3, 82.63], [59.72, 142.75, 82.99], [51.15, 143.2, 83.36], [42.57, 143.65, 83.72], [36.0, 144.0, 84.0]]"
rrt,L2,E1,12.0,5,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.00743,4.0376,4.1445,0.5232,10.8,5687.13,0.00154,0.00296,"[[36.0, 144.0, 84.0], [41.48, 144.83, 90.57], [46.08, 150.39, 95.25], [53.38, 151.12, 99.71], [57.07, 156.82, 94.44], [63.59, 162.39, 95.03], [68.49, 168.79, 92.06], [71.9, 170.7, 84.4], [71.31, 176.42, 78.01], [75.95, 183.27, 80.34], [83.98, 180.23, 80.62], [91.11, 180.38, 85.42], [95.46, 184.98, 91.24], [100.61, 188.75, 96.99], [105.39, 189.71, 104.06], [108.78, 183.0, 108.24], [116.82, 181.19, 105.81], [123.92, 177.01, 103.36], [129.86, 182.95, 105.17], [136.29, 177.95, 102.46], [142.73, 172.95, 99.74], [149.17, 167.95, 97.02], [155.61, 162.94, 94.3], [160.4, 164.33, 87.3], [166.32, 158.18, 86.3], [171.62, 157.48, 79.57], [175.99, 150.45, 81.88], [180.0, 144.0, 84.0]]"
rrt,L2,E1,15.0,1,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01289,3.3396,3.4257,0.49,8.8,5347.14,0.00296,0.00341,"[[180.0, 150.0, 90.0], [188.27, 151.72, 91.61], [195.05, 149.92, 96.57], [201.67, 146.73, 101.03], [203.72, 154.99, 102.2], [212.26, 154.61, 101.27], [219.73, 150.84, 99.31], [228.29, 150.77, 98.47], [236.84, 150.69, 97.64], [240.91, 147.7, 90.69], [249.5, 147.97, 90.61], [251.93, 141.06, 86.11], [256.22, 136.64, 92.1], [259.65, 133.85, 99.47], [263.72, 127.56, 103.68], [269.78, 127.48, 109.77], [276.83, 123.59, 106.76], [283.48, 128.19, 103.85], [290.16, 133.59, 103.64], [296.68, 137.9, 100.06], [302.21, 143.66, 103.23], [307.86, 146.46, 97.39], [315.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,1,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.25645,3.8882,3.98,0.504,10.4,4463.37,0.00038,0.0024,"[[315.0, 150.0, 90.0], [310.44, 156.66, 92.97], [305.92, 163.8, 91.46], [309.13, 171.01, 88.05], [313.61, 174.96, 81.88], [314.81, 182.17, 77.35], [317.82, 185.62, 70.08], [326.08, 185.62, 67.68], [333.65, 186.52, 71.64], [336.5, 185.0, 79.61], [337.05, 187.59, 87.79], [344.91, 191.05, 87.46], [348.97, 192.58, 94.88], [357.38, 191.39, 96.19], [356.81, 194.08, 104.33], [359.75, 199.93, 109.9], [6.87, 204.68, 110.66], [13.0, 209.34, 106.84], [18.84, 203.11, 105.87], [22.51, 195.66, 103.64], [26.18, 188.22, 101.42], [29.85, 180.77, 99.19], [33.51, 173.32, 96.97], [42.07, 174.03, 96.66], [43.08, 165.8, 94.38], [44.08, 157.58, 92.1], [45.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,1,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.02169,3.4253,3.4951,0.427,9.2,3404.46,0.00242,0.00313,"[[45.0, 150.0, 90.0], [51.71, 151.37, 84.81], [57.78, 156.78, 82.04], [61.85, 162.62, 86.85], [65.89, 164.81, 94.12], [72.84, 169.42, 92.06], [80.11, 173.35, 94.44], [88.47, 171.39, 94.06], [93.28, 176.49, 99.04], [101.46, 173.99, 98.19], [107.19, 167.91, 100.18], [115.46, 165.87, 99.02], [123.73, 163.84, 97.87], [130.13, 167.73, 93.66], [135.29, 174.4, 91.97], [140.41, 180.43, 88.61], [145.71, 184.25, 83.03], [153.21, 186.62, 79.55], [158.15, 179.86, 81.48], [163.1, 173.1, 83.41], [169.27, 171.86, 89.25], [173.06, 164.15, 89.52], [176.84, 156.44, 89.78], [180.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,2,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01139,3.2753,3.363,0.5532,8.8,4759.83,0.00363,0.00393,"[[180.0, 150.0, 90.0], [188.59, 150.0, 90.0], [196.78, 150.38, 92.6], [202.61, 152.78, 86.75], [210.24, 148.87, 87.35], [218.83, 148.96, 87.57], [223.94, 144.62, 82.19], [227.07, 139.78, 88.56], [230.47, 132.21, 86.32], [236.35, 128.9, 91.64], [244.44, 129.98, 88.94], [250.91, 134.67, 92.12], [259.26, 136.66, 91.84], [267.11, 135.72, 88.47], [273.15, 138.5, 83.02], [277.52, 137.83, 75.66], [282.66, 138.03, 68.77], [289.52, 140.57, 73.27], [292.6, 148.4, 75.05], [292.74, 154.46, 81.14], [300.59, 152.88, 84.26], [308.44, 151.31, 87.39], [315.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,2,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.15601,4.0458,4.1689,0.5118,10.8,6143.12,0.00032,0.00166,"[[315.0, 150.0, 90.0], [315.56, 157.18, 94.69], [312.63, 163.3, 99.96], [308.73, 164.98, 107.43], [312.33, 171.79, 111.24], [318.89, 177.1, 109.62], [323.32, 184.4, 108.65], [318.08, 191.16, 109.52], [319.57, 198.34, 105.05], [326.39, 203.01, 107.4], [334.64, 205.23, 108.31], [341.08, 206.63, 102.79], [345.23, 213.93, 100.96], [352.97, 211.68, 97.98], [358.53, 211.97, 104.53], [4.79, 206.09, 104.13], [12.05, 201.53, 104.69], [15.09, 194.3, 108.21], [19.64, 187.56, 105.44], [26.48, 190.96, 109.38], [34.46, 192.38, 112.25], [37.89, 186.16, 107.43], [39.39, 178.53, 103.75], [41.89, 172.07, 108.84], [42.81, 165.57, 103.29], [43.72, 159.07, 97.75], [49.8, 153.25, 96.02], [45.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,2,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.00944,2.8816,2.9468,0.4216,7.6,4550.14,0.00254,0.00322,"[[45.0, 150.0, 90.0], [51.71, 150.43, 95.35], [57.71, 144.4, 94.12], [65.7, 147.11, 92.51], [74.29, 147.33, 92.32], [79.97, 149.63, 98.35], [84.85, 153.94, 103.96], [87.99, 151.41, 111.55], [96.36, 151.28, 109.59], [104.05, 147.47, 109.3], [112.38, 147.75, 107.19], [120.7, 148.02, 105.07], [128.76, 150.69, 106.43], [133.01, 143.22, 106.32], [141.53, 143.29, 105.19], [149.81, 141.82, 103.44], [157.43, 143.89, 100.05], [165.65, 146.08, 98.85], [170.12, 147.15, 91.58], [180.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,3,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01668,3.2458,3.3297,0.4469,8.8,4471.42,0.00192,0.00285,"[[180.0, 150.0, 90.0], [183.88, 148.92, 97.59], [188.93, 147.9, 104.47], [197.47, 148.04, 103.49], [205.12, 144.12, 103.61], [213.63, 144.58, 102.55], [218.82, 149.34, 107.48], [227.41, 149.59, 107.69], [235.83, 149.63, 105.99], [239.59, 155.35, 111.19], [247.85, 154.76, 108.87], [252.45, 161.84, 107.24], [256.31, 168.73, 110.62], [261.74, 175.29, 109.46], [269.12, 171.79, 106.77], [273.82, 178.97, 106.32], [279.71, 176.89, 100.42], [286.36, 171.82, 98.45], [292.12, 171.21, 92.1], [298.41, 165.38, 91.52], [304.69, 159.55, 90.94], [310.98, 153.72, 90.37], [315.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,3,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.05405,3.8001,3.916,0.455,10.4,5375.21,0.00025,0.00195,"[[315.0, 150.0, 90.0], [311.94, 158.0, 89.32], [316.87, 163.31, 93.96], [319.18, 171.47, 95.32], [312.14, 174.43, 99.27], [313.59, 178.19, 106.86], [320.38, 182.19, 110.28], [322.05, 190.6, 109.65], [323.09, 198.81, 107.32], [329.71, 204.28, 107.45], [336.88, 200.19, 109.85], [345.24, 202.12, 110.44], [350.61, 208.52, 112.45], [358.08, 204.41, 111.36], [2.66, 209.91, 106.6], [11.17, 208.73, 106.84], [15.33, 201.5, 104.77], [19.5, 194.27, 102.69], [20.76, 189.39, 95.74], [27.57, 190.12, 90.54], [30.99, 182.24, 90.43], [38.36, 179.45, 87.0], [46.69, 178.59, 88.95], [46.18, 170.01, 89.26], [45.68, 161.44, 89.58], [45.17, 152.86, 89.89], [45.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,3,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.02098,3.9734,4.0619,0.6747,10.8,4818.73,0.0033,0.00377,"[[45.0, 150.0, 90.0], [49.8, 144.24, 85.8], [54.39, 149.64, 80.94], [59.39, 151.37, 74.17], [64.39, 157.98, 71.88], [72.86, 157.39, 73.21], [76.56, 151.43, 68.25], [82.19, 151.15, 61.75], [87.67, 147.1, 56.52], [93.27, 140.76, 58.0], [95.5, 135.18, 51.85], [101.95, 131.48, 56.15], [104.95, 123.78, 58.53], [109.41, 121.41, 65.48], [109.19, 112.87, 64.52], [112.04, 107.08, 70.2], [113.29, 103.74, 78.02], [119.18, 102.74, 84.2], [126.43, 103.51, 88.74], [132.92, 109.14, 88.89], [138.26, 113.25, 94.23], [144.69, 118.91, 93.58], [151.13, 124.58, 92.92], [157.56, 130.24, 92.27], [163.99, 135.9, 91.62], [170.42, 141.57, 90.97], [176.85, 147.23, 90.32], [180.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,4,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01172,3.3122,3.3807,0.5324,8.8,3139.78,0.00261,0.00361,"[[180.0, 150.0, 90.0], [186.15, 149.28, 84.04], [194.73, 149.33, 84.44], [197.77, 141.49, 82.65], [203.5, 137.38, 77.74], [210.81, 138.91, 73.49], [218.04, 138.71, 78.13], [222.63, 133.98, 83.64], [225.68, 126.34, 86.11], [231.99, 124.61, 91.69], [239.69, 126.99, 94.65], [246.99, 127.47, 99.17], [255.08, 130.15, 98.08], [263.17, 132.83, 96.99], [269.48, 138.38, 98.8], [273.77, 144.21, 103.44], [281.87, 145.34, 100.8], [288.24, 142.03, 105.52], [293.56, 142.66, 112.24], [302.0, 144.28, 112.35], [306.22, 146.14, 105.1], [310.44, 147.99, 97.84], [315.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,4,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.37341,3.7026,3.8122,0.4802,10.0,5874.85,0.00056,0.00207,"[[315.0, 150.0, 90.0], [319.46, 145.01, 95.39], [325.67, 143.58, 101.16], [334.15, 144.27, 99.96], [336.26, 150.72, 105.24], [337.34, 157.38, 110.56], [337.23, 165.97, 110.25], [337.13, 174.42, 111.77], [334.04, 182.44, 112.04], [338.94, 189.48, 112.39], [342.18, 196.85, 109.38], [347.51, 203.59, 109.73], [355.88, 202.31, 111.21], [0.96, 206.58, 105.76], [7.25, 200.88, 104.4], [10.69, 197.45, 111.5], [15.41, 190.92, 108.54], [16.98, 189.85, 104.33], [25.1, 187.2, 105.3], [28.91, 180.08, 102.37], [32.72, 172.95, 99.44], [35.06, 177.49, 92.52], [43.06, 176.41, 95.48], [43.67, 168.02, 93.74], [44.29, 159.63, 92.0], [45.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,4,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.0095,4.197,4.3484,0.7463,11.2,8336.21,0.0033,0.00375,"[[45.0, 150.0, 90.0], [46.2, 145.07, 83.06], [53.34, 140.81, 85.26], [61.35, 137.75, 85.89], [63.95, 132.13, 91.85], [69.45, 125.67, 90.47], [72.89, 117.94, 89.01], [79.96, 120.35, 84.76], [85.48, 123.39, 90.6], [92.3, 118.77, 93.07], [100.72, 118.49, 94.75], [105.96, 113.51, 99.4], [114.0, 115.89, 101.26], [119.85, 120.27, 96.74], [124.92, 126.52, 99.76], [133.42, 125.31, 99.45], [137.94, 124.55, 92.18], [145.28, 128.99, 91.8], [149.85, 122.15, 89.31], [153.54, 116.38, 84.13], [162.06, 115.46, 84.83], [167.53, 113.41, 91.14], [172.45, 119.79, 88.16], [180.27, 116.4, 89.28], [183.82, 121.69, 83.51], [182.7, 129.99, 85.42], [181.58, 138.3, 87.32], [180.78, 145.6, 82.86], [180.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,5,W0->W1,"[180.0, 150.0, 90.0]","[-40.0, 150.0, 90.0]",1,0.01102,3.6482,3.7605,0.4791,9.6,6697.19,0.00239,0.00331,"[[180.0, 150.0, 90.0], [187.23, 154.64, 90.41], [193.55, 158.93, 94.33], [199.92, 153.4, 95.98], [204.64, 156.06, 102.65], [209.11, 161.97, 107.0], [212.29, 167.12, 100.9], [216.93, 174.32, 101.58], [225.22, 172.27, 100.61], [233.51, 170.21, 99.63], [235.47, 176.0, 93.58], [243.63, 173.33, 93.21], [246.27, 175.91, 85.45], [246.85, 179.05, 77.48], [250.87, 174.98, 71.06], [258.59, 171.97, 73.34], [266.32, 168.96, 75.62], [274.04, 165.96, 77.9], [280.26, 169.54, 73.18], [286.95, 174.8, 74.37], [292.89, 169.54, 77.68], [298.83, 164.29, 80.99], [304.78, 159.04, 84.3], [304.45, 150.59, 85.84], [315.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,5,W1->W2,"[-40.0, 150.0, 90.0]","[40.0, 150.0, 90.0]",1,0.0921,3.3016,3.3841,0.4057,8.8,4382.58,0.00055,0.00228,"[[315.0, 150.0, 90.0], [318.71, 155.2, 84.25], [322.12, 162.72, 81.85], [320.52, 170.46, 78.48], [321.97, 177.69, 82.89], [321.75, 186.17, 84.27], [325.75, 188.29, 91.58], [326.52, 196.61, 93.57], [329.18, 198.27, 101.58], [336.86, 195.35, 104.09], [344.41, 199.07, 105.84], [350.17, 204.56, 109.08], [357.22, 200.5, 111.85], [3.54, 196.01, 108.16], [9.06, 189.88, 105.74], [14.35, 188.75, 99.06], [21.55, 188.47, 94.38], [27.2, 182.91, 97.7], [31.21, 175.51, 95.96], [39.7, 174.86, 94.82], [41.46, 166.6, 93.22], [43.22, 158.34, 91.62], [45.0, 150.0, 90.0]]"
rrt,L2,E1,15.0,5,W2->W3,"[40.0, 150.0, 90.0]","[180.0, 150.0, 90.0]",1,0.01024,3.8148,3.9296,0.6632,10.4,5632.14,0.00341,0.0038,"[[45.0, 150.0, 90.0], [50.31, 143.61, 92.2], [49.68, 137.08, 86.65], [54.74, 131.55, 90.85], [61.33, 128.0, 95.07], [66.13, 122.32, 90.75], [73.44, 119.46, 94.26], [79.83, 118.48, 88.6], [85.85, 118.01, 82.48], [90.11, 110.9, 80.22], [96.31, 109.27, 85.95], [102.49, 111.68, 80.49], [109.25, 115.03, 76.36], [116.84, 118.78, 77.83], [120.78, 126.36, 78.76], [124.93, 128.06, 86.09], [128.06, 136.06, 85.8], [130.33, 143.38, 81.91], [133.0, 151.33, 83.81], [137.34, 152.91, 76.56], [145.52, 152.35, 79.14], [148.99, 158.43, 84.13], [153.22, 162.36, 90.49], [161.03, 158.76, 90.35], [168.83, 155.16, 90.21], [176.63, 151.55, 90.06], [180.0, 150.0, 90.0]]"
rrt,L2,E2,6.0,1,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.0143,2.8091,2.8794,0.7494,7.6,4052.15,0.0,8e-05,"[[180.0, 90.0, 0.0], [188.53, 89.74, 1.0], [195.54, 86.39, 4.69], [204.1, 85.77, 4.34], [209.8, 85.78, 10.78], [211.03, 77.37, 12.06], [219.56, 77.43, 11.04], [224.09, 71.49, 6.79], [232.17, 69.06, 5.15], [239.58, 71.0, 1.25], [248.13, 71.83, 1.1], [253.69, 65.46, 2.66], [262.09, 67.27, 2.28], [266.67, 64.69, 355.48], [274.88, 67.1, 356.3], [283.08, 69.51, 357.12], [291.29, 71.92, 357.94], [297.68, 77.38, 356.13], [305.97, 77.74, 358.37], [312.0, 78.0, 0.0]]"
rrt,L2,E2,6.0,1,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,3.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L2,E2,6.0,1,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00345,1.1226,1.1509,0.1987,3.2,2086.13,0.0,0.0007,"[[0.0, 90.0, 0.0], [2.65, 96.59, 355.16], [358.68, 104.12, 356.4], [2.49, 108.45, 2.77], [357.21, 112.36, 8.31], [0.37, 116.98, 14.83], [0.22, 123.03, 20.94], [0.07, 129.07, 27.04], [0.0, 132.0, 30.0]]"
rrt,L2,E2,6.0,1,W3->W4,"[0.0, 130.0, 30.0]","[50.0, 80.0, 0.0]",1,0.43807,8.3899,8.6174,1.6149,22.4,10615.02,0.0,0.00221,"[[0.0, 132.0, 30.0], [0.56, 131.49, 38.56], [359.7, 136.3, 45.63], [0.06, 143.3, 50.6], [354.34, 149.54, 52.09], [0.37, 155.51, 53.46], [1.28, 162.57, 58.29], [7.58, 165.46, 63.36], [12.15, 164.85, 70.61], [18.97, 169.65, 68.55], [25.74, 173.49, 64.91], [33.76, 174.05, 67.95], [37.94, 177.14, 74.8], [43.92, 180.35, 69.53], [49.1, 180.91, 76.37], [56.5, 176.58, 75.87], [62.23, 173.38, 70.31], [67.72, 170.05, 64.61], [74.2, 164.4, 64.46], [79.98, 159.39, 68.39], [88.41, 158.14, 67.31], [92.63, 152.46, 62.43], [97.56, 145.65, 60.66], [101.8, 141.98, 54.15], [105.38, 134.2, 54.85], [103.76, 125.78, 54.3], [110.83, 122.17, 51.0], [116.43, 119.25, 45.17], [120.9, 112.37, 42.62], [125.81, 105.47, 41.16], [130.41, 109.16, 34.91], [133.17, 114.61, 28.86], [140.06, 109.93, 26.7], [145.28, 103.16, 27.61], [146.93, 96.8, 22.07], [146.48, 92.08, 14.9], [152.88, 89.32, 9.88], [152.04, 82.22, 5.11], [152.92, 75.03, 0.49], [150.28, 67.17, 2.76], [145.78, 65.88, 355.55], [142.61, 63.87, 347.82], [141.73, 58.08, 341.53], [133.27, 59.47, 342.1], [124.81, 57.94, 342.04], [120.04, 60.76, 348.61], [111.85, 58.32, 349.58], [109.2, 61.92, 342.24], [103.69, 65.79, 347.58], [95.56, 67.19, 345.17], [91.87, 60.75, 340.83], [83.93, 63.09, 343.16], [76.65, 66.11, 346.57], [69.36, 69.13, 349.99], [62.08, 72.16, 353.4], [54.79, 75.18, 356.82], [48.0, 78.0, 0.0]]"
rrt,L2,E2,6.0,1,W4->W5,"[50.0, 80.0, 0.0]","[180.0, 90.0, 0.0]",1,0.00615,3.0037,3.074,0.7843,8.0,4307.62,0.0,0.00017,"[[48.0, 78.0, 0.0], [53.23, 75.17, 6.21], [61.76, 75.05, 7.23], [67.26, 75.94, 13.77], [73.64, 81.03, 16.45], [80.33, 81.71, 21.81], [83.82, 84.69, 29.07], [92.33, 85.45, 28.17], [100.84, 86.64, 28.05], [104.33, 92.75, 23.12], [110.12, 88.75, 18.18], [118.05, 90.8, 15.58], [126.61, 90.16, 15.97], [134.7, 89.86, 13.08], [142.95, 89.89, 10.7], [151.21, 89.91, 8.31], [159.07, 90.06, 4.85], [164.57, 83.73, 6.74], [167.92, 89.16, 12.5], [173.89, 89.57, 6.33], [180.0, 90.0, 0.0]]"
rrt,L2,E2,6.0,2,W0->W1,"[180.0, 90.0, 0.0]","[-50.0, 80.0, 0.0]",1,0.00882,3.0925,3.1802,0.7339,8.4,4577.4,0.0,0.0001,"[[180.0, 90.0, 0.0], [184.42, 95.55, 355.15], [188.64, 90.27, 349.85], [197.17, 89.42, 350.55], [205.31, 87.03, 351.92], [211.68, 90.36, 356.64], [219.35, 86.83, 358.25], [225.35, 81.37, 355.42], [230.71, 84.01, 349.25], [234.86, 89.71, 344.32], [242.4, 85.82, 342.99], [250.93, 86.3, 343.94], [254.09, 81.54, 350.36], [258.59, 79.27, 357.32], [267.17, 79.07, 357.75], [275.75, 78.86, 358.18], [284.33, 78.66, 358.61], [287.27, 72.55, 353.33], [295.39, 74.34, 355.52], [301.33, 69.17, 358.95], [307.93, 74.63, 359.6], [312.0, 78.0, 0.0]]"
rrt,L2,E2,6.0,2,W1->W2,"[-50.0, 80.0, 0.0]","[0.0, 90.0, 0.0]",0,3.54462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
rrt,L2,E2,6.0,2,W2->W3,"[0.0, 90.0, 0.0]","[0.0, 130.0, 30.0]",1,0.00117,1.0629,1.0896,0.187,2.8,2532.0,0.0,0.00073,"[[0.0, 90.0, 0.0], [1.59, 95.94, 6.0], [357.12, 102.07, 10.04], [357.8, 109.2, 14.8], [2.15, 115.33, 10.64], [1.43, 120.92, 17.13], [2.17, 128.09, 21.81], [0.0, 132.0, 30.0]]"
